Model,date,#Params (B),S_avg,S_pc1,mtype,open_R2,lic,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,C_FLOPs
Dans-DiscountModels/12b-mn-dans-reasoning-test-2,2025-03-07,12.248,15.564777531713789,14.649438874991134,finetuned,False,(缺失),37.109536031064245,26.108938446170427,6.3444108761329305,3.1319910514541416,3.944010416666668,16.749778368794324,
DreadPoor/Minus_Penus-8B-Model_Stock,2025-03-07,8.03,29.14247782385972,26.891809448007457,merge,False,(缺失),73.11477989512272,33.57084078325773,20.01510574018127,7.941834451901568,9.638281249999997,30.57402482269504,
KingNish/qwen-1b-continued,2025-03-07,1.277,4.792600271519794,6.45916559535973,pretrained,True,apache-2.0,12.547263483113692,4.387464099020609,0.906344410876133,2.348993288590602,5.667708333333335,2.897828014184398,
tinycompany/ShawtyIsBad-ib,2025-03-08,1.436,12.35455968391428,13.689424519813823,pretrained,True,apache-2.0,25.65149359255664,14.236689579644496,4.909365558912387,6.487695749440718,5.279687499999999,17.56242612293144,
sthenno/tempestissimo-14b-0309,2025-03-08,14.766,41.88723985978792,41.082213574335256,finetuned,True,apache-2.0,75.48781677061308,50.92276703756472,47.9607250755287,15.548098434004473,13.83828125,47.56575059101655,
tinycompany/ShawtyIsBad-e5-large,2025-03-08,1.436,12.316339936795012,14.000994124830907,pretrained,True,mit,24.682287441765624,14.177224162496438,4.531722054380665,6.935123042505594,6.138541666666666,17.433141252955085,
lkoenig/BBAI_7B_QwenDyanKoenLo,2025-03-08,7.616,30.01758177649708,30.30077527745859,merge,False,(缺失),46.6317149607486,36.678248178014,36.40483383685801,9.172259507829976,12.72109375,38.49734042553191,
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_MathMaster,2025-03-08,7.242,21.160821436103028,21.137995508001172,finetuned,False,(缺失),55.58429411738632,26.599272622298702,5.362537764350453,5.033557046979867,15.80703125,18.578235815602834,
utkmst/chimera-beta-test2-lora-merged,2025-03-08,8.03,22.38980642084878,21.354802163890444,finetuned,True,llama3.1,60.54269338688015,25.61316406168906,9.516616314199396,7.158836689038028,9.373958333333336,22.13356973995272,
sthenno/tempesthenno-fusion-0309,2025-03-08,14.766,42.138889973963565,41.3595209609914,finetuned,True,apache-2.0,76.91913013027656,50.97985614656526,47.65861027190332,15.99552572706935,13.963802083333333,47.31641548463357,
Cran-May/merge_model_20250308_4,2025-03-08,14.766,37.569693940140574,41.17554328971669,merge,False,(缺失),45.39521802151624,52.02370667184541,41.99395770392749,19.686800894854585,17.801562500000003,48.51691784869976,
marcuscedricridia/Hush-Qwen2.5-7B-v1.1,2025-03-08,7.613,35.47835434931775,32.518133021880416,merge,False,(缺失),78.89499860370483,34.40003587057091,43.80664652567976,8.83668903803132,11.075520833333336,35.85623522458629,
Amu/t1-1.5B,2025-03-08,1.777,12.141383312461109,10.39761681798012,finetuned,True,mit,33.93717558300864,15.17286027788074,5.13595166163142,0.0,1.1968749999999997,17.405437352245865,
marcuscedricridia/Hush-Qwen2.5-7B-v1.2,2025-03-08,7.613,35.53808932923916,32.62542566963391,merge,False,(缺失),78.65020368178655,34.7406275243418,44.03323262839879,8.612975391498878,11.667708333333335,35.52378841607564,
tinycompany/ShawtyIsBad-bgem3,2025-03-08,1.436,12.610397878155718,14.254290401627635,pretrained,True,apache-2.0,26.08113139802391,13.857811570359898,4.833836858006042,7.38255033557047,5.916927083333333,17.59013002364066,
Cran-May/merge_model_20250308_2,2025-03-08,14.766,40.25753367174487,42.698607442608065,merge,False,(缺失),59.32370554572978,50.99569841983836,43.80664652567976,18.791946308724835,19.519270833333326,49.10793439716312,
iFaz/llama32_3B_en_emo_1000_stp,2025-03-08,1.848,23.648597853327,19.656166079405814,finetuned,True,apache-2.0,72.95243287809677,23.111523420944195,14.652567975830816,3.691275167785232,3.891145833333335,23.592641843971627,
DreadPoor/inexpertus_1.2-8B-LINEAR,2025-03-08,8.03,28.786491464394853,26.200028380661667,merge,False,(缺失),73.47947889377961,36.05652346278443,15.861027190332324,6.040268456375841,10.301302083333328,30.98034869976359,
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,2025-03-08,3.213,19.475016650589627,15.703959455901632,finetuned,True,llama3.2,59.02893212232432,19.821269315746477,14.803625377643504,1.342281879194629,1.5950520833333328,20.258939125295505,
marcuscedricridia/Hush-Qwen2.5-7B-v1.4,2025-03-08,7.613,35.18387958085206,32.177698319635645,merge,False,(缺失),78.34545672149895,35.05829745506504,42.59818731117825,8.165548098434002,11.43046875,35.50531914893617,
marcuscedricridia/Yell-Qwen2.5-7B-Preview,2025-03-08,7.613,26.14768722498792,24.078350372790126,merge,False,(缺失),58.38696879834396,34.76337530701511,19.259818731117825,4.138702460850116,9.246093750000002,31.091164302600465,
lkoenig/BBAI_7B_KoenQwenDyan,2025-03-08,7.616,32.02495361134858,31.3316067373708,merge,False,(缺失),58.07224830117421,36.2457227762662,37.38670694864049,9.060402684563762,12.942708333333336,38.44193262411347,
marcuscedricridia/Yell-Qwen2.5-7B-Preview-v1.1,2025-03-08,7.613,26.093952629179142,24.34407585236781,merge,False,(缺失),57.57013612769673,34.15662850738155,18.95770392749245,4.809843400447425,9.608854166666667,31.460549645390078,
prithivMLmods/Sombrero-Opus-14B-Sm5,2025-03-08,14.766,41.113179800786455,42.72114032702402,finetuned,True,apache-2.0,68.5160928558447,50.59600634041891,40.93655589123867,18.232662192393736,19.511458333333337,48.88630319148937,
prithivMLmods/Sombrero-Opus-14B-Sm2,2025-03-08,14.77,38.980475230049855,43.402013732076384,finetuned,True,apache-2.0,42.72242095417936,51.25185799428797,48.6404833836858,18.45637583892617,24.534895833333334,48.27681737588653,
prithivMLmods/Sombrero-Opus-14B-Sm1,2025-03-08,14.77,39.22381959796,44.82648485369003,finetuned,True,apache-2.0,38.12872068334242,47.03125392036906,56.64652567975831,20.46979865771812,27.236979166666657,45.829639479905445,
tensopolis/virtuoso-lite-tensopolis-v1,2025-03-08,10.306,36.38947458816892,35.708205853958034,merge,False,other,80.6910109620252,43.94133513211286,25.45317220543807,12.639821029082771,17.446614583333332,38.16489361702128,
tensopolis/qwen2.5-7b-tensopolis-v2,2025-03-08,7.616,35.37814971872235,31.872535762368486,merge,True,apache-2.0,75.21055244528961,35.224120159606855,48.18731117824773,5.369127516778524,12.24609375,36.03169326241135,
tinycompany/SigmaBoi-bge-m3,2025-03-08,2.943,15.455458242923893,17.865894836819045,pretrained,True,mit,24.502431326657717,21.20631466545509,7.628398791540786,5.92841163310962,13.254427083333336,20.212765957446805,
tinycompany/SigmaBoi-bgem3,2025-03-08,2.943,15.455458242923893,17.865894836819045,finetuned,True,mit,24.502431326657717,21.20631466545509,7.628398791540786,5.92841163310962,13.254427083333336,20.212765957446805,
tinycompany/SigmaBoi-ib,2025-03-08,2.943,14.968209771816907,16.804451629042084,pretrained,True,mit,24.774708883540114,21.07657916936113,7.401812688821751,5.033557046979867,11.254427083333336,20.268173758865245,
sthenno/tempesthenno-sft-0309-ckpt10,2025-03-08,14.766,42.192396685999725,41.51442493873117,finetuned,True,apache-2.0,77.43620260907724,50.60090254912357,47.205438066465256,16.21923937360179,14.385416666666664,47.30718085106383,
tinycompany/SigmaBoi-nomic1.5,2025-03-08,2.943,15.473023890881102,17.721557157583263,pretrained,True,mit,24.469961923252527,21.43784511243409,8.308157099697885,6.152125279642054,12.0171875,20.45286643026005,
tinycompany/ShawtyIsBad-nomic1.5,2025-03-08,1.436,12.504999335501656,14.34914308470808,pretrained,True,mit,25.439168074043536,14.217971903055156,4.305135951661631,8.165548098434002,5.4875,17.414671985815602,
tinycompany/SigmaBoi-nomic1.5-fp32,2025-03-08,2.943,15.498419470905068,17.73415593453436,pretrained,True,mit,24.62233540339632,21.43784511243409,8.308157099697885,6.152125279642054,12.0171875,20.45286643026005,
iFaz/llama32_3B_en_emo_5000_stp,2025-03-08,1.848,23.22281886664426,19.69049399898697,finetuned,True,apache-2.0,71.00404703963262,23.46226189636773,12.915407854984895,3.9149888143176734,5.075520833333335,22.96468676122932,
Cran-May/merge_model_20250308_3,2025-03-08,14.766,33.22959855955027,32.80513277965941,merge,False,(缺失),60.17799438822325,46.56854499584235,25.45317220543807,9.61968680089485,13.538541666666664,44.0196513002364,
marcuscedricridia/Hush-Qwen2.5-7B-v1.3,2025-03-08,7.613,33.93143365739242,31.36870086655968,merge,False,(缺失),78.56276900845313,33.96881934058692,33.23262839879154,8.277404921700223,12.379427083333336,37.16755319148936,
KingNish/qwen-1b-continued-v2.1,2025-03-08,1.277,5.461814579103264,8.096614031758929,pretrained,True,apache-2.0,11.26832360359402,4.197658352409889,0.906344410876133,2.348993288590602,10.957812500000005,3.0917553191489344,
tensopolis/falcon3-10b-tensopolis-v1,2025-03-08,10.306,35.588967109820835,33.991269588120154,merge,False,other,78.16560060639105,45.05928024956778,27.492447129909365,10.626398210290828,14.191406249999996,37.99867021276595,
tensopolis/falcon3-10b-tensopolis-v2,2025-03-08,10.306,35.190439950096184,33.38444786962132,merge,False,other,77.92080568447275,45.0469273083913,26.66163141993957,10.290827740492167,13.17760416666666,38.04484338061466,
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_002,2025-03-08,7.242,20.794293676873966,20.499144706681363,finetuned,False,(缺失),54.6150879665953,25.171424439522998,4.984894259818732,3.803131991051453,15.452083333333333,20.739140070921984,
Quazim0t0/Dyson-14b,2025-03-09,14.66,39.579565021915634,37.971402487608486,merge,False,(缺失),58.56682491345187,54.72936481142644,53.92749244712991,8.501118568232664,12.875520833333333,48.87706855791962,
marcuscedricridia/Qwen2.5-7B-Preview,2025-03-09,7.613,33.62064174853305,31.29439335022012,chat,False,(缺失),76.79423928509688,33.85996689538109,34.44108761329305,9.843400447427292,10.587239583333336,36.19791666666667,
KingNish/qwen-1b-continued-v2.2,2025-03-09,1.277,4.441641963318088,5.0143913824342725,pretrained,True,apache-2.0,14.12596355447989,4.956068589848116,1.5105740181268883,0.8948545861297527,2.24609375,2.916297281323877,
marcuscedricridia/Hush-Qwen2.5-7B-MST-v1.3,2025-03-09,7.613,35.73029750670216,33.61189775418944,merge,False,(缺失),70.4320092909037,36.45190695170704,47.583081570996974,8.612975391498878,13.081510416666667,38.22030141843972,
tensopolis/virtuoso-lite-tensopolis-v2,2025-03-09,10.306,36.25617876736285,35.599772795710564,merge,False,other,80.29384255996311,43.93077957655731,25.0,12.416107382550338,17.676041666666666,38.22030141843972,
Quazim0t0/MFGRIMM-14B,2025-03-09,14.66,41.51803168899253,39.97444064565563,merge,False,(缺失),68.94074389287091,55.52294469432744,50.60422960725075,11.185682326621922,13.78359375,49.07099586288417,
tensopolis/virtuoso-small-v2-tensopolis-v1,2025-03-09,14.766,42.6978958480128,40.972953730228696,merge,True,apache-2.0,84.19061423689145,50.96603012167689,45.2416918429003,12.863534675615217,16.532552083333332,46.39295212765958,
ECE-ILAB-PRYMMAL/ILAB-Merging-3B-V2,2025-03-09,3.821,24.06556562824206,25.197919885615235,merge,True,apache-2.0,40.28943204031969,36.00403694105599,15.181268882175228,7.38255033557047,13.752343749999996,31.783761820330973,
Cran-May/tempmotacilla-cinerea-0308,2025-03-09,14.766,43.6405549503723,41.838716139064815,chat,False,(缺失),80.84837121061007,50.59894860885105,55.51359516616314,14.988814317673372,12.66953125,47.224069148936174,
tensopolis/phi-4-tensopolis-v1,2025-03-09,14.66,40.45533321662008,38.576231141793215,merge,True,mit,67.66679078179232,55.03657465495981,49.39577039274924,11.297539149888143,10.624479166666667,48.71084515366431,
DoppelReflEx/MN-12B-Mimicore-Nocturne,2025-03-09,12.248,24.06630184974314,26.439388282460694,merge,True,cc-by-nc-4.0,39.56502081144696,38.39866772323549,10.574018126888216,9.284116331096197,17.31328125,29.26270685579196,
Quazim0t0/MFDOOM-14B,2025-03-09,14.66,41.4412132005641,39.65930293467979,merge,False,(缺失),67.36204382150471,55.53057914384544,52.64350453172205,9.731543624161072,14.207031250000004,49.17257683215129,
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8,2025-03-09,14.766,42.7836905135922,40.646155226673926,merge,True,apache-2.0,78.74761189200211,49.0341381962539,55.58912386706949,11.409395973154364,15.18723958333333,46.73463356973996,
Novaciano/BLAST_PROCESSING-3.2-1B,2025-03-09,1.498,11.950699067123438,10.63772971119263,merge,False,(缺失),39.21783091087204,9.362853718947571,7.477341389728097,2.1252796420581683,3.0598958333333326,10.460992907801415,
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.9,2025-03-09,14.766,42.523098714975845,39.97370489614944,merge,True,apache-2.0,79.93413032974729,49.94686965422407,53.70090634441088,10.626398210290828,14.269531249999996,46.66075650118204,
tensopolis/qwen2.5-14b-tensopolis-v1,2025-03-09,14.77,41.14159022263494,38.33623326062335,merge,True,apache-2.0,79.90166092634212,47.96504993841635,52.94561933534743,11.297539149888143,11.283333333333331,43.456338652482266,
Novaciano/HarmfulProject-3.2-1B,2025-03-09,1.498,10.686879934293591,9.505545683454441,merge,False,(缺失),38.738214603917605,6.5128050720912585,4.758308157099698,2.2371364653243813,2.734375,9.140440307328603,
Quazim0t0/Imbue-14b,2025-03-09,14.66,38.07335261061783,36.78753380747091,merge,False,(缺失),51.99725616918665,54.47623938595546,53.17220543806647,8.389261744966444,11.491145833333336,48.91400709219858,
Quazim0t0/Lo-Phi-14b,2025-03-09,14.66,37.88897941168211,37.512363437341776,merge,False,(缺失),49.41189377518318,54.70598224151049,51.96374622356496,10.402684563758392,12.30494791666667,48.54462174940899,
Daemontatox/DocumentCogito,2025-03-09,10.67,29.10815605844729,25.550014428998793,other,True,apache-2.0,77.70349339751859,31.184823044232704,21.978851963746223,5.8165548098434,7.548177083333336,30.41703605200945,
Quazim0t0/Imagine-v0.5-16bit,2025-03-09,14.66,28.789019815038216,32.860186329503335,finetuned,True,apache-2.0,27.58990589413866,53.73606811245789,13.972809667673715,15.324384787472036,13.732552083333337,48.37839834515367,
Daemontatox/Llama_cot,2025-03-09,10.67,27.115741618463783,23.61470405046504,other,False,(缺失),75.48781677061308,26.866582717626454,20.241691842900305,5.480984340044745,6.638281250000001,27.979092789598106,
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.7,2025-03-09,14.766,43.09341097373618,41.540027353828286,merge,True,apache-2.0,78.74761189200211,49.91009317302106,54.0785498489426,13.534675615212524,15.157812499999997,47.13172281323877,
marcuscedricridia/Hush-Qwen2.5-7B-MST,2025-03-09,7.613,33.66195961349608,29.962241432352123,merge,False,(缺失),74.88330961847896,35.35007344104428,42.44712990936556,7.158836689038028,6.987239583333333,35.145168439716315,
YOYO-AI/Qwen2.5-14B-it-restore,2025-03-09,14.766,41.50259115054908,38.337095111793516,merge,True,apache-2.0,82.09484168672456,48.42592166972992,53.70090634441088,11.6331096196868,9.824479166666668,43.33628841607564,
tinycompany/SigmaBoi-base,2025-03-09,2.943,15.2508076506235,17.51083938678517,pretrained,True,mit,24.469961923252527,20.769956753887325,7.779456193353475,5.8165548098434,12.483854166666667,20.18506205673759,
tinycompany/ShawtyIsBad-nomic-moe,2025-03-09,1.436,12.741407000136505,14.576227234519259,pretrained,True,mit,26.07614462958284,14.318942650237616,4.305135951661631,7.606263982102905,6.671875,17.47007978723404,
weathermanj/Menda-3b-750,2025-03-09,3.086,27.833449062404902,24.857578339926913,finetuned,False,other,63.35035483627885,26.375984192530563,37.160120845921455,5.033557046979867,7.240104166666668,27.840573286052013,
marcuscedricridia/Hush-Qwen2.5-7B-MST-v1.1,2025-03-09,7.613,35.229152099424084,31.91200395534541,merge,False,(缺失),74.44868504457062,36.82982562300872,46.52567975830816,7.494407158836691,9.41666666666667,36.65964834515366,
tinycompany/SigmaBoi-nomic-moe,2025-03-09,2.943,15.186432252407451,17.349797965069996,pretrained,True,mit,24.74223948013493,20.96864244921853,7.175226586102719,5.7046979865771785,12.121093750000002,20.40669326241135,
weathermanj/Menda-3b-Optim-100,2025-03-10,3.086,27.957516413922587,25.112234156816648,finetuned,False,other,63.98234462337709,26.024032164105297,37.160120845921455,5.257270693512303,7.979427083333333,27.34190307328605,
Novaciano/ASTAROTH-3.2-1B,2025-03-10,1.498,14.173861365477634,10.791389925358233,merge,False,(缺失),56.12884923115112,9.493517929020854,7.326283987915408,0.7829977628635317,1.2106770833333331,10.10084219858156,
Novaciano/Cerberus-3.2-1B,2025-03-10,1.236,13.731435487093222,10.844925244947568,merge,False,(缺失),50.16877440746109,16.97415923404232,5.81570996978852,1.1185682326621946,0.9440104166666662,7.367390661938533,
Novaciano/Cultist-3.2-1B,2025-03-10,1.498,12.939673802761396,10.179142409713277,merge,False,(缺失),52.94895322189568,7.520040161824312,5.8912386706948645,1.45413870246085,1.8929687500000008,7.930703309692672,
DavidAU/DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,2025-03-10,8.03,19.075555358413183,21.078359528925013,finetuned,False,(缺失),36.849780803822746,27.61664414777965,6.570996978851963,9.060402684563762,12.397395833333334,21.95811170212766,
Novaciano/FuseChat-3.2-1B-GRPO_Creative_RP,2025-03-10,1.236,13.847576006756135,10.46714218279141,merge,False,(缺失),55.9814625194484,8.942707229882872,8.006042296072508,0.7829977628635317,1.2106770833333331,8.16156914893617,
weathermanj/Menda-3B-500,2025-03-10,3.086,27.910059821789428,24.967318932943513,finetuned,False,other,63.53021095138676,26.596424541570496,37.235649546827794,5.033557046979867,7.565625,27.498891843971627,
Novaciano/Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP,2025-03-10,1.236,14.279018663933527,11.349380447194234,merge,False,(缺失),53.42856952885012,9.680798809347326,10.498489425981871,2.460850111856823,0.4557291666666662,9.149674940898343,
Novaciano/LEWD-Mental-Cultist-3.2-1B,2025-03-10,1.498,12.977293713777764,9.983852127893122,merge,False,(缺失),53.08636639671627,8.636853527747606,5.287009063444108,0.8948545861297527,1.4184895833333335,8.540189125295509,
MoonRide/Llama-3.2-3B-Khelavaster,2025-03-10,3.607,20.144904682630184,18.367532266566965,merge,True,llama3.2,49.24954675815725,22.686343682382105,16.1631419939577,3.691275167785232,5.504947916666668,23.57417257683215,
